,hurst_100
2020-11-25,0.5852575375876634
2020-11-26,0.61776892688019
2020-11-27,0.585445993073241
2020-12-01,0.602202628943124
2020-12-02,0.5918227140427418
2020-12-03,0.5768760943933798
2020-12-04,0.5769203589246678
2020-12-07,0.5992942384486059
2020-12-08,0.5761605829680311
2020-12-09,0.5043718035009473
2020-12-10,0.5010986996267354
2020-12-11,0.536831955565212
2020-12-14,0.5483326972515788
2020-12-15,0.6025497988128039
2020-12-16,0.6279769101236429
2020-12-17,0.6147864363800212
2020-12-18,0.6420421556220555
2020-12-21,0.6545023550990102
2020-12-22,0.6733802999677754
2020-12-23,0.6033474620603883
2020-12-24,0.5857455927871972
2020-12-28,0.6017397020084367
2020-12-29,0.6007053663035169
2020-12-30,0.6191143376464641
2020-12-31,0.6497493518803173
2021-01-01,0.6017010572926631
2021-01-04,0.6210223496278233
2021-01-05,0.6532694279317275
2021-01-06,0.6055400125063294
2021-01-07,0.5781687249415586
2021-01-08,0.5792000630192702
2021-01-11,0.6208358055384918
2021-01-12,0.6223595841993996
2021-01-13,0.6967972503002436
2021-01-14,0.7340388584003387
2021-01-15,0.7347827296448036
2021-01-18,0.7749185203135275
2021-01-19,0.7978129896849654
2021-01-20,0.7498897656837703
2021-01-21,0.727743175432252
2021-01-22,0.7327823712786459
2021-01-25,0.7553880293074748
2021-01-27,0.6946559387222762
2021-01-28,0.7135203786679356
2021-01-29,0.7326536900835925
2021-02-01,0.6980704313068693
2021-02-02,0.7013493076355012
2021-02-03,0.7270525865068914
2021-02-04,0.6919673420811296
2021-02-05,0.667529004869916
2021-02-08,0.6596499000269218
2021-02-09,0.7173018064818972
2021-02-10,0.7140124184392517
2021-02-11,0.7523120021705967
2021-02-12,0.7718930463844644
2021-02-15,0.7444053916319906
2021-02-16,0.7928559404738534
2021-02-17,0.8290841917137942
2021-02-18,0.804781183006443
2021-02-19,0.8095144003998908
2021-02-22,0.7892672751148506
2021-02-23,0.7755129563276941
2021-02-24,0.7218346337316854
2021-02-25,0.7269022467855304
2021-02-26,0.6988003646993798
2021-03-01,0.624113235290784
2021-03-02,0.6295555355918031
2021-03-03,0.6543619837267663
2021-03-04,0.6646794902700335
2021-03-05,0.7224707262038246
2021-03-08,0.7431560901343102
2021-03-09,0.7392902937728483
2021-03-10,0.7242215204039916
2021-03-12,0.7228574358260944
2021-03-15,0.7141962647207948
2021-03-16,0.6771268747999798
2021-03-17,0.7016449036005239
2021-03-18,0.7307125684053032
2021-03-19,0.7128145149159566
2021-03-22,0.7669916954939604
2021-03-23,0.7589910341928225
2021-03-24,0.7392560002834307
2021-03-25,0.7069875450520603
2021-03-26,0.6689412523821299
2021-03-30,0.6582235016885426
2021-03-31,0.6383757085998845
2021-04-01,0.6576407780668055
2021-04-05,0.6855801159421606
2021-04-06,0.6249197420513745
2021-04-07,0.6579924821719798
2021-04-08,0.6183657240620154
2021-04-09,0.5809593766067108
2021-04-12,0.5828169619962666
2021-04-13,0.5308792919112811
2021-04-15,0.530648408655243
2021-04-16,0.5308625435829791
2021-04-19,0.5685058836004816
2021-04-20,0.5575725626240111
2021-04-22,0.48863326199549195
2021-04-23,0.5337494664780517
2021-04-26,0.548844461546908
2021-04-27,0.5078649201128723
2021-04-28,0.5139376757834818
2021-04-29,0.4909115399655382
2021-04-30,0.48664599043601564
2021-05-03,0.45070279470177477
2021-05-04,0.4810987219265175
2021-05-05,0.4768651728641407
2021-05-06,0.42994143967067633
2021-05-07,0.4712750034140375
2021-05-10,0.47885912100969097
