,Target,Predicted,Sample,Open,Close,DVT_STD,Buy_and_Hold,Close_Portfolio,Signal,Position,Portfolio_Value
2013-04-18,1,1,Train,5682.7001953125,5783.10009765625,77.79952853317383,110.02540272067829,5783.10009765625,1,1.0,153.29966480851124
2013-04-22,1,1,Train,5789.85009765625,5834.39990234375,89.07525813154415,111.00139856631857,5834.39990234375,1,1.0,154.65953109658102
2013-04-23,1,0,Train,5843.10009765625,5836.89990234375,99.34185120729558,111.04896189777693,5836.89990234375,0,0.0,154.72580163583325
2013-04-25,0,0,Train,5856.10009765625,5916.2998046875,115.93436426316612,112.5595714469518,5916.2998046875,0,0.0,154.72580163583325
2013-04-26,1,0,Train,5899.75,5871.4501953125,124.70006537916085,111.70629271235937,5871.4501953125,0,0.0,154.72580163583325
2013-04-29,1,0,Train,5877.60009765625,5904.10009765625,134.51089534913126,112.32746796326289,5904.10009765625,0,0.0,154.72580163583325
2013-04-30,0,0,Train,5932.60009765625,5930.2001953125,145.03056847427425,112.82403100163081,5930.2001953125,0,0.0,154.72580163583325
2013-05-02,0,0,Train,5911.39990234375,5999.35009765625,159.7739104779688,114.1396308918264,5999.35009765625,0,0.0,154.72580163583325
2013-05-03,0,0,Train,5993.5,5944.0,167.74759172375823,113.08657687539569,5944.0,0,0.0,154.72580163583325
2013-05-06,0,0,Train,5944.89990234375,5971.0498046875,175.98492008836962,113.60120840588985,5971.0498046875,0,0.0,154.72580163583325
2013-05-07,0,0,Train,5983.4501953125,6043.5498046875,183.96654159446,114.98054501818228,6043.5498046875,0,0.0,154.72580163583325
2013-05-08,0,0,Train,6064.14990234375,6069.2998046875,189.16720918271065,115.47044733220339,6069.2998046875,0,0.0,154.72580163583325
2013-05-09,0,0,Train,6078.35009765625,6050.14990234375,188.5194369925996,115.10611407117499,6050.14990234375,0,0.0,154.72580163583325
2013-05-10,0,0,Train,6046.25,6094.75,182.7597311953892,115.95464576233476,6094.75,0,0.0,154.72580163583325
2013-05-13,1,0,Train,6098.2001953125,5980.4501953125,172.15709064464647,113.78005396394384,5980.4501953125,0,0.0,154.72580163583325
2013-05-14,1,0,Train,5989.7001953125,5995.39990234375,162.01438965875877,114.06447711223693,5995.39990234375,0,0.0,154.72580163583325
2013-05-15,0,0,Train,6018.85009765625,6146.75,148.87845173933644,116.94396305666865,6146.75,0,0.0,154.72580163583325
2013-05-16,-1,0,Train,6128.25,6169.89990234375,135.1112031221662,117.38439764803041,6169.89990234375,0,0.0,154.72580163583325
2013-05-17,-1,0,Train,6172.9501953125,6187.2998046875,131.11693809817427,117.71543657703796,6187.2998046875,0,0.0,154.72580163583325
2013-05-20,-1,0,Train,6198.0,6156.89990234375,119.35842076753195,117.13706832444694,6156.89990234375,0,0.0,154.72580163583325
2013-05-21,0,0,Train,6152.35009765625,6114.10009765625,111.20725715377576,116.3227878057651,6114.10009765625,0,0.0,154.72580163583325
2013-05-22,0,0,Train,6127.0498046875,6094.5,104.49687331354372,115.94988942918893,6094.5,0,0.0,154.72580163583325
2013-05-23,1,0,Train,6050.39990234375,5967.0498046875,95.94656518735958,113.52510707555649,5967.0498046875,0,0.0,154.72580163583325
2013-05-24,1,1,Train,6010.7001953125,5983.5498046875,92.8691320329252,113.83902506318167,5983.5498046875,1,1.0,154.72580163583325
2013-05-27,-1,1,Train,5989.39990234375,6083.14990234375,85.14771743241182,115.73395004642535,6083.14990234375,1,1.0,157.30131374083786
2013-05-28,-1,1,Train,6086.35009765625,6111.25,79.6187148722942,116.26856374995992,6111.25,1,1.0,158.0279409567595
2013-05-29,-1,1,Train,6120.4501953125,6104.2998046875,74.66119372075556,116.13633397262042,6104.2998046875,1,1.0,157.8482191233405
2013-05-30,-1,1,Train,6072.14990234375,6124.0498046875,74.24202839008049,116.51208429114146,6124.0498046875,1,1.0,158.35892508920608
2013-05-31,0,1,Train,6098.7001953125,5985.9501953125,71.03073846275278,113.88469329315222,5985.9501953125,1,1.0,154.7878722086229
2013-06-03,0,1,Train,5997.35009765625,5939.2998046875,73.7024555547229,112.9971540963687,5939.2998046875,1,1.0,153.5815616869952
2013-06-04,-1,1,Train,5941.10009765625,5919.4501953125,80.92395370870676,112.61950867635986,5919.4501953125,1,1.0,153.06827996912614
2013-06-05,-1,1,Train,5908.2998046875,5923.85009765625,86.73781228005863,112.70321828178393,5923.85009765625,1,1.0,153.18205497551494
2013-06-06,-1,1,Train,5895.0,5921.39990234375,91.86816188918432,112.65660250106949,5921.39990234375,1,1.0,153.11869652672357
2013-06-07,-1,1,Train,5900.0498046875,5881.0,98.59566448443816,111.88798092264503,5881.0,1,1.0,152.07401444331396
2013-06-10,-1,1,Train,5907.89990234375,5878.0,104.3192108955655,111.83090492489498,5878.0,1,1.0,151.99643885356224
2013-06-11,0,0,Train,5848.75,5788.7998046875,117.74507310659898,110.13384154257547,5788.7998046875,0,0.0,149.68985293444993
2013-06-12,0,0,Train,5771.75,5760.2001953125,127.83358721711276,109.58972446246236,5760.2001953125,0,0.0,149.68985293444993
2013-06-13,1,0,Train,5709.35009765625,5699.10009765625,138.69783859584112,108.42727478367742,5699.10009765625,0,0.0,149.68985293444993
2013-06-14,0,0,Train,5748.9501953125,5808.39990234375,134.88374410585067,110.50673991915163,5808.39990234375,0,0.0,149.68985293444993
2013-06-17,-1,0,Train,5820.39990234375,5850.0498046875,128.89200167040562,111.29914316330527,5850.0498046875,0,0.0,149.68985293444993
2013-06-18,-1,0,Train,5841.89990234375,5813.60009765625,125.85104847220356,110.60567536447027,5813.60009765625,0,0.0,149.68985293444993
2013-06-19,-1,0,Train,5805.75,5822.25,121.99676300385912,110.77024263337358,5822.25,0,0.0,149.68985293444993
2013-06-20,0,0,Train,5754.14990234375,5655.89990234375,134.62952565732306,107.6053767001917,5655.89990234375,0,0.0,149.68985293444993
2013-06-21,1,0,Train,5639.89990234375,5667.64990234375,142.91791117915477,107.82892435804598,5667.64990234375,0,0.0,149.68985293444993
2013-06-24,1,0,Train,5638.0498046875,5590.25,149.6324373162018,106.35636547403782,5590.25,0,0.0,149.68985293444993
2013-06-25,1,0,Train,5606.9501953125,5609.10009765625,147.76778158480855,106.71499485117648,5609.10009765625,0,0.0,149.68985293444993
2013-06-26,1,0,Train,5627.9501953125,5588.7001953125,143.6216747195544,106.32687992441889,5588.7001953125,0,0.0,149.68985293444993
2013-06-27,1,0,Train,5647.9501953125,5682.35009765625,125.8698991919547,108.1086004629064,5682.35009765625,0,0.0,149.68985293444993
2013-06-28,0,0,Train,5749.5,5842.2001953125,117.89943727006155,111.14980173429656,5842.2001953125,0,0.0,149.68985293444993
2013-07-01,0,0,Train,5834.10009765625,5898.85009765625,115.3804798734194,112.22758496720036,5898.85009765625,0,0.0,149.68985293444993
2013-07-02,0,0,Train,5885.5,5857.5498046875,112.23173689594547,111.44183315768035,5857.5498046875,0,0.0,149.68985293444993
2013-07-03,0,0,Train,5811.9501953125,5770.89990234375,106.7741422068286,109.79328994727624,5770.89990234375,0,0.0,149.68985293444993
2013-07-04,0,0,Train,5794.75,5836.9501953125,102.00653324296415,111.049918738234,5836.9501953125,0,0.0,149.68985293444993
2013-07-05,1,1,Train,5889.9501953125,5867.89990234375,101.2624238866272,111.63874720786058,5867.89990234375,1,1.0,149.68985293444993
2013-07-08,1,1,Train,5833.14990234375,5811.5498046875,98.38953378422016,110.56666785884653,5811.5498046875,1,1.0,148.2523645704039
2013-07-09,1,1,Train,5834.60009765625,5859.0,100.65534714050698,111.46942360581147,5859.0,1,1.0,149.4628168405938
2013-07-10,1,1,Train,5869.89990234375,5816.7001953125,101.31539998761036,110.66465575342129,5816.7001953125,1,1.0,148.38375079512517
2013-07-11,0,0,Train,5894.5,5935.10009765625,106.54443518346652,112.91725327334656,5935.10009765625,0,0.0,151.40412678385158
2013-07-12,0,0,Train,6000.5,6009.0,118.23414359463888,114.32322349331304,6009.0,0,0.0,151.40412678385158
2013-07-15,0,0,Train,5991.2001953125,6030.7998046875,129.49561235072923,114.73797202774465,6030.7998046875,0,0.0,151.40412678385158
2013-07-16,0,0,Train,5930.7998046875,5955.25,134.16503581444906,113.3006118669583,5955.25,0,0.0,151.40412678385158
2013-07-17,0,0,Train,5972.25,5973.2998046875,139.316234725719,113.64401540420239,5973.2998046875,0,0.0,151.40412678385158
2013-07-18,0,0,Train,5984.7001953125,6038.0498046875,142.80544612354063,114.8759056889739,6038.0498046875,0,0.0,151.40412678385158
2013-07-19,0,0,Train,6057.2001953125,6029.2001953125,143.77869880475444,114.70753892738186,6029.2001953125,0,0.0,151.40412678385158
2013-07-22,0,0,Train,6009.75,6031.7998046875,135.43060726164978,114.756997360328,6031.7998046875,0,0.0,151.40412678385158
2013-07-23,-1,0,Train,6064.2998046875,6077.7998046875,127.84480128469411,115.6321626591618,6077.7998046875,0,0.0,151.40412678385158
2013-07-24,-1,0,Train,6032.2001953125,5990.5,106.93081324792652,113.97125484052117,5990.5,0,0.0,151.40412678385158
2013-07-25,-1,1,Train,5970.39990234375,5907.5,91.85610644006964,112.39215223610364,5907.5,1,1.0,151.40412678385158
2013-07-26,-1,1,Train,5937.9501953125,5886.2001953125,90.23087383918732,111.98691636796367,5886.2001953125,1,1.0,150.85823117159978
2013-07-29,-1,1,Train,5869.9501953125,5831.64990234375,92.63937920503352,110.94907890171437,5831.64990234375,1,1.0,149.4601542401166
2013-07-30,-1,1,Train,5836.0498046875,5755.0498046875,99.2175789660058,109.4917365678876,5755.0498046875,1,1.0,147.49695984363714
2013-07-31,-1,1,Train,5738.35009765625,5742.0,101.6937786759017,109.24345969356024,5742.0,1,1.0,147.1625046115744
2013-08-01,-1,1,Train,5776.89990234375,5727.85009765625,109.00498698185278,108.97425309544855,5727.85009765625,1,1.0,146.79985482597436
2013-08-02,0,0,Train,5750.0498046875,5677.89990234375,120.85234113904836,108.02393401702525,5677.89990234375,0,0.0,145.5196744275026
2013-08-05,0,0,Train,5682.39990234375,5685.39990234375,128.96795931954685,108.16662401140033,5685.39990234375,0,0.0,145.5196744275026
2013-08-06,1,0,Train,5664.89990234375,5542.25,151.49154094190183,105.4431495100373,5542.25,0,0.0,145.5196744275026
2013-08-07,1,0,Train,5549.2998046875,5519.10009765625,171.5480942189904,105.00271491867552,5519.10009765625,0,0.0,145.5196744275026
2013-08-08,0,0,Train,5510.0498046875,5565.64990234375,183.34700598032484,105.88834043454492,5565.64990234375,0,0.0,145.5196744275026
2013-08-12,0,0,Train,5606.7001953125,5612.39990234375,186.5296121556544,106.77777473281624,5612.39990234375,0,0.0,145.5196744275026
2013-08-13,-1,0,Train,5600.25,5699.2998046875,182.33360935235336,108.43107427636618,5699.2998046875,0,0.0,145.5196744275026
2013-08-14,-1,0,Train,5715.39990234375,5742.2998046875,179.75261565562903,109.24916357744996,5742.2998046875,0,0.0,145.5196744275026
2013-08-16,0,0,Train,5705.4501953125,5507.85009765625,186.3830167028984,104.78867992711291,5507.85009765625,0,0.0,145.5196744275026
2013-08-19,0,0,Train,5497.5498046875,5414.75,192.70117786852964,103.01741960566098,5414.75,0,0.0,145.5196744275026
2013-08-20,0,0,Train,5353.4501953125,5401.4501953125,195.47650268721165,102.76438639818777,5401.4501953125,0,0.0,145.5196744275026
2013-08-21,0,0,Train,5494.4501953125,5302.5498046875,201.38162367417243,100.88277357392452,5302.5498046875,0,0.0,145.5196744275026
2013-08-22,0,0,Train,5282.7998046875,5408.4501953125,186.7905609339441,102.89756372627117,5408.4501953125,0,0.0,145.5196744275026
2013-08-23,0,0,Train,5428.75,5471.75,171.85619156995674,104.10186356291156,5471.75,0,0.0,145.5196744275026
2013-08-26,0,0,Train,5499.39990234375,5476.5,160.56849320653578,104.19223389268244,5476.5,0,0.0,145.5196744275026
2013-08-27,1,0,Train,5426.5,5287.4501953125,159.924161722681,100.59549848368657,5287.4501953125,0,0.0,145.5196744275026
2013-08-28,1,0,Train,5233.4501953125,5285.0,159.30928678980692,100.54888270297211,5285.0,0,0.0,145.5196744275026
2013-08-29,1,0,Train,5316.5,5409.0498046875,153.55241232943638,102.90897149405063,5409.0498046875,0,0.0,145.5196744275026
2013-08-30,1,0,Train,5407.4501953125,5471.7998046875,145.00646038028893,104.10281111365546,5471.7998046875,0,0.0,145.5196744275026
2013-09-02,1,1,Train,5480.25,5550.75,136.1692496873768,105.60486483699572,5550.75,1,1.0,145.5196744275026
2013-09-03,1,1,Train,5574.7001953125,5341.4501953125,134.00585519442674,101.62286644318715,5341.4501953125,1,1.0,140.0326250313192
2013-09-04,1,1,Train,5358.64990234375,5448.10009765625,125.54425231794596,103.65191630525811,5448.10009765625,1,1.0,142.8285821662627
2013-09-05,1,1,Train,5553.75,5592.9501953125,127.51479489244304,106.4077375878981,5592.9501953125,1,1.0,146.62600396543027
2013-09-06,1,0,Train,5617.4501953125,5680.39990234375,135.28627267769886,108.07149734848363,5680.39990234375,0,0.0,148.9186045862415
2013-09-10,0,0,Train,5738.5,5896.75,163.23925651298924,112.18762991083268,5896.75,0,0.0,148.9186045862415
2013-09-11,0,0,Train,5887.25,5913.14990234375,186.3500586906437,112.49964350725689,5913.14990234375,0,0.0,148.9186045862415
2013-09-12,1,0,Train,5931.14990234375,5850.7001953125,196.99801591956924,111.31151706125497,5850.7001953125,0,0.0,148.9186045862415
2013-09-13,1,0,Train,5828.0,5850.60009765625,204.6914623852004,111.30961267005401,5850.60009765625,0,0.0,148.9186045862415
2013-09-16,1,0,Train,5930.2998046875,5840.5498046875,216.1592911168422,111.1184025037635,5840.5498046875,0,0.0,148.9186045862415
2013-09-17,1,0,Train,5824.2001953125,5850.2001953125,224.1625253940784,111.30200439496329,5850.2001953125,0,0.0,148.9186045862415
2013-09-18,0,0,Train,5872.75,5899.4501953125,232.3746978007181,112.239002024693,5899.4501953125,0,0.0,148.9186045862415
2013-09-19,0,0,Train,6044.14990234375,6115.5498046875,249.657092003652,116.35036896418305,6115.5498046875,0,0.0,148.9186045862415
2013-09-20,0,0,Train,6104.5498046875,6012.10009765625,257.5686175958917,114.38220388226404,6012.10009765625,0,0.0,148.9186045862415
2013-09-23,0,0,Train,5945.7998046875,5889.75,258.2584784591589,112.05445258274929,5889.75,0,0.0,148.9186045862415
2013-09-24,0,0,Train,5855.0,5892.4501953125,257.49135797334213,112.10582469660959,5892.4501953125,0,0.0,148.9186045862415
2013-09-25,0,0,Train,5901.5498046875,5873.85009765625,240.39241763809247,111.75195165261675,5873.85009765625,0,0.0,148.9186045862415
2013-09-26,0,0,Train,5872.7998046875,5882.25,217.81730503478747,111.9117625883742,5882.25,0,0.0,148.9186045862415
2013-09-27,0,0,Train,5905.5498046875,5833.2001953125,201.57496259674392,110.97857374104645,5833.2001953125,0,0.0,148.9186045862415
2013-09-30,1,0,Train,5801.0498046875,5735.2998046875,188.24534022464928,109.11598624936656,5735.2998046875,0,0.0,148.9186045862415
2013-10-01,1,0,Train,5756.10009765625,5780.0498046875,179.19282815803373,109.9673698824712,5780.0498046875,0,0.0,148.9186045862415
2013-10-03,0,0,Train,5819.10009765625,5909.7001953125,142.45068870819472,112.43401168367227,5909.7001953125,0,0.0,148.9186045862415
